frame,matches,cx,cy,tl_x,tl_y,tr_x,tr_y,bl_x,bl_y,br_x,br_y,kcx,kcy,ktl_x,ktl_y,ktr_x,ktr_y,kbl_x,kbl_y,kbr_x,kbr_y
392,184,212.4654,171.8736,331.74722,100.71784,333.8062,253.03493,68.94045,74.58615,67.19488,258.23004,214.50748,170.62822,337.5687,99.85674,335.89355,251.1664,67.0453,71.48065,67.48324,254.88399
393,173,211.50948,172.98306,336.5796,98.44234,330.90622,251.1629,60.370235,72.6915,72.79369,255.36815,214.05182,170.12074,337.35657,98.338615,335.22586,250.25221,64.51841,69.91277,67.88077,254.91641
394,174,211.56888,173.32368,332.8734,100.29198,331.20724,251.77885,61.760452,73.76615,69.910805,258.31204,213.63023,169.97777,336.35068,97.68124,334.61392,249.78705,62.843662,69.177475,67.76008,255.61148
395,162,211.25972,173.0986,330.76453,98.98985,330.95303,251.72089,59.91308,72.34461,68.30835,261.44016,213.18327,169.99313,335.0553,97.08439,333.98517,249.55711,61.2693,68.59712,67.43749,256.87973
396,179,210.9116,173.00763,327.53214,100.82122,333.9524,253.0329,64.12182,76.244194,62.999424,264.24722,212.72116,169.9644,333.20157,96.92111,334.08084,249.6152,60.749706,68.88332,65.98725,258.61465
397,173,210.55408,172.75414,333.6269,94.36609,329.53262,249.23247,53.34992,70.32824,72.38299,260.4572,212.20364,170.01392,332.95706,95.612816,333.201,249.00279,58.252537,68.1585,66.843765,259.2656
398,178,210.5349,172.21584,331.70288,94.65046,329.54935,248.42513,52.657818,69.75005,71.85347,260.6871,211.73918,169.91595,332.29306,94.43286,332.4035,248.23486,55.76069,67.30921,67.484,259.927
399,178,210.99214,171.26862,330.26212,95.22016,331.61548,249.36829,56.987896,70.199745,67.55633,262.41187,211.49658,169.84119,331.5814,93.92071,332.1794,248.02515,55.060925,67.123924,67.27065,260.70975
400,176,211.20866,170.74829,329.808,94.40161,332.45963,248.49146,57.110905,70.594025,67.23342,263.114,211.29312,169.55539,330.73962,93.07652,332.13785,247.51419,54.16884,66.816536,66.93787,261.665
401,182,211.10365,170.2582,330.04547,94.69861,332.62225,249.68785,58.37587,69.0641,63.227962,263.8778,211.1129,169.30574,330.15024,92.6135,332.1606,247.46606,53.966904,66.45625,65.83876,262.58066
402,180,211.32922,170.81577,332.10645,93.92615,331.44705,248.2877,55.051525,68.643074,67.32609,262.17886,211.0445,169.30493,330.19147,92.2405,331.9467,247.2438,53.33725,66.25367,65.850105,262.89557
403,188,211.16675,171.50505,332.21246,94.340904,331.00903,249.14871,54.9093,68.87502,65.4802,264.06244,210.96123,169.47778,330.2828,92.06633,331.6763,247.2702,52.844067,66.18862,65.498055,263.52704
404,187,211.54297,171.78934,331.53824,95.14957,332.98788,251.27663,58.31649,70.12495,64.48347,265.3952,210.95786,169.68916,330.2134,92.06885,331.8548,247.74205,53.11103,66.384285,64.96035,264.3916
405,186,211.57532,172.11453,332.22137,95.77103,330.7613,250.72809,55.781498,67.94662,64.14743,265.08752,210.97472,169.97668,330.32648,92.258835,331.53265,248.08623,52.86263,66.12978,64.41152,265.0893
406,188,211.17015,172.75598,338.17102,91.98685,328.5068,250.32843,52.315773,66.28843,71.226456,261.45496,210.9411,170.43898,331.84503,91.6841,330.74167,248.36514,52.00144,65.631096,65.5942,264.79474
407,180,210.65013,173.34955,330.8365,96.49695,331.40164,253.28409,56.351753,69.80862,62.72992,267.61414,210.81087,170.99706,331.58072,92.37649,330.76498,249.31088,52.43961,66.1788,64.843765,265.6988
408,191,210.00998,173.3735,327.65094,98.76442,332.04156,255.43231,59.28423,70.628006,54.66179,271.56174,210.5411,171.47064,330.68002,93.427864,330.9141,250.56425,53.40739,66.800545,62.492977,267.31757
409,187,209.92738,173.73965,331.96158,97.11524,329.5164,252.32217,51.614258,68.295296,63.238186,265.52887,210.29872,171.98792,330.78433,94.00761,330.49033,251.03531,52.583008,66.83482,62.181454,267.52673
410,168,209.76349,173.32632,329.66663,97.16264,329.44952,252.46605,52.264805,67.761375,60.172302,268.0234,210.06068,172.35117,330.40503,94.579605,330.1195,251.47137,52.07271,66.80379,61.31775,268.1488
411,175,210.28941,174.27121,330.44495,98.1932,329.51532,254.33186,54.65009,68.33355,61.03353,268.4508,209.9855,172.87155,330.26385,95.33187,329.82925,252.25047,52.220387,66.94019,60.812973,268.71158
412,177,210.54283,175.09618,328.5868,100.45821,331.54843,255.77089,56.668167,71.12097,60.746967,269.48337,210.0029,173.46448,329.7787,96.46403,330.05893,253.18304,52.87603,67.70191,60.4271,269.29474
413,181,211.3913,175.10208,332.29874,98.73164,328.90393,253.45435,53.35151,68.29836,66.2273,266.47845,210.21255,173.96742,330.1579,97.06467,329.70663,253.47751,52.757732,67.766594,61.283424,269.127
414,178,211.93222,174.509,335.89395,96.155785,328.70288,254.19397,55.06718,66.01468,70.51095,263.58932,210.52,174.29794,331.2676,97.05555,329.3437,253.90692,53.01442,67.33327,62.965652,268.36563
415,183,212.3192,174.2239,332.62598,99.04082,331.97427,255.58812,58.67046,68.33715,64.51352,266.27124,210.8816,174.52107,331.57513,97.67248,329.7467,254.59015,54.069584,67.45369,63.20941,268.22482
416,179,212.09862,173.89465,334.957,97.46793,332.29425,256.23895,58.75087,67.418274,64.476326,265.40854,211.16118,174.5923,332.36343,97.82506,330.21365,255.26587,55.061405,67.37829,63.43828,267.83524
417,182,211.2992,173.92831,329.30914,100.21813,330.95032,256.0647,55.869087,65.80366,58.828854,268.82983,211.21707,174.60751,331.79483,98.50557,330.33746,255.72824,55.2825,66.97989,62.418686,268.19632
418,173,210.94122,174.32426,332.8653,97.93549,329.36624,255.55722,55.01072,65.91575,62.52759,266.98846,211.19202,174.6941,332.0573,98.58777,330.10974,255.99083,55.284966,66.668846,62.336452,268.10132
419,183,211.19568,174.2308,330.44073,98.44757,329.41983,256.30814,56.16269,65.15,62.280342,268.54153,211.22493,174.75595,331.77228,98.77703,329.91608,256.39603,55.53663,66.222374,62.206657,268.35428
420,181,210.40852,175.18083,327.13248,101.62441,330.4107,258.61618,57.933468,67.74756,56.96378,271.54007,211.07599,175.01288,330.7691,99.64163,329.96146,257.25754,56.15768,66.39779,60.91328,269.24252
421,182,209.55737,176.38573,329.35425,100.66123,329.14453,258.27557,54.713352,68.9188,59.224884,271.08362,210.75029,175.46869,330.37674,100.13332,329.73376,257.85406,55.964947,66.85064,60.310543,269.8798
